IRIS;COM;DISP_Q113;DISP_MED13;DISP_Q313;DISP_EQ13;DISP_PTSAC13;DISP_PBEN13;DISP_PPEN13;DISP_PPAT13;DISP_PPSOC13;DISP_PIMPOT13
692900105;69290;12918,88889;17324,34783;21888;0,5177171;69,7;1;25,9;5,5;10,2;-12,3
692900201;69290;18560;24190,5;31889,83333;0,551035875;66,9;3,9;31,2;14,1;3,4;-19,5
692900202;69290;18294,66667;22892,5;29110,47619;0,472460829;70,4;4;30,9;9,2;3,1;-17,6
692900301;69290;14237,33333;18814,28571;23726,66667;0,504368514;80,2;1,6;19,3;5,1;7,6;-13,8
692900302;69290;11633,33333;16446;21103,33333;0,575823909;69,8;2,1;23,9;5,3;11,4;-12,5
692900401;69290;10712,91667;14028,46154;18080,47619;0,525186565;61;0,7;26,4;3;17,9;-9
692900402;69290;10021,53846;13042,66667;16872,12;0,525243933;60;0,7;24,3;2,3;20,7;-8
692900403;69290;13260,37037;16990,13043;21439,33333;0,481394948;63,3;0,6;34,8;3,7;9,4;-11,8
692900405;69290;14721;18880,66667;23540,43478;0,467114585;68,6;1,6;31,2;5,8;5,9;-13,1
692900501;69290;18311,66667;23368,71739;29432;0,475864086;67,9;4,2;31,7;10,2;3,4;-17,4
692900502;69290;15242,69231;20089,04762;25636,5;0,517386782;75,7;2,8;23,7;7,6;5,8;-15,6
692900601;69290;16863,33333;22042,38095;28411,30435;0,523898532;71,6;3,1;28,3;11,2;3,8;-18
692900602;69290;14979;20555;27102;0,589783508;69,5;3,4;28,2;11,2;4,6;-16,9
693810101;69381;16320,125;23869,33333;35224,66667;0,792001243;82,6;7,7;17,1;12,3;3,4;-23,1
693810201;69381;16673,07692;24281,875;35715,55556;0,784226038;76;7,8;21,5;13,2;3,7;-22,2
693810202;69381;13249;20212;28454,7619;0,752313571;90,4;4,6;11,1;7,1;5,7;-18,9
693810301;69381;13630,4375;19319;28012,22222;0,744437327;78,2;4,4;17,4;11,2;6,8;-18
693810302;69381;14586;21203,33333;30406;0,746109102;89;5,5;9,6;7,4;5,9;-17,4
693810303;69381;14579;21061;30586,15385;0,760037693;81,1;6,4;16,6;10,8;4,9;-19,8
693810304;69381;13240;19412,79762;27209,33333;0,719594033;88;5;10,2;6,3;7,5;-17
693810401;69381;16646;23867,33333;35006;0,769252256;67,7;5,3;28,5;16,5;3,4;-21,4
693810402;69381;15794;22730;34173,80952;0,808614585;74,1;9,1;24,2;13,5;4,3;-25,2
693810501;69381;15727;23608,09524;34647,14286;0,801426065;81,2;6,3;18,3;12,6;3,8;-22,2
693820101;69382;18739,5;26543,7;39318,26087;0,775278536;78,1;7,3;20,5;17;2,5;-25,4
693820102;69382;16787;25085,21739;38418,57143;0,862323459;70,2;12,1;22,2;20;2,9;-27,4
693820202;69382;19771;30941,33333;49078;0,947179609;70,6;16;17,5;24,5;1,8;-30,4
693820204;69382;20046;30303,7037;46974;0,888604253;63,6;12;22,2;29,6;2,1;-29,5
693820301;69382;21271;31208;44980,4;0,759721866;69,3;8,7;24,2;23,6;1,9;-27,7
693820302;69382;19192,66667;28162;40301;0,749532467;70,5;14,6;20,9;17,4;2,1;-25,5
693820401;69382;19547,33333;28012;40123,2;0,734537579;67,4;9,3;23,7;22,1;2,8;-25,3
693820402;69382;17836;25944,80769;37742,66667;0,767269771;70,1;7,5;23,9;18,5;3,1;-23,1
693820502;69382;16131,66667;22282,4;30400;0,640340957;90,3;6,5;11;8,2;4,6;-20,6
693820504;69382;13599,64286;18878,69565;26669,33333;0,692298383;66,5;4,3;30,1;9,6;6,4;-16,9
693830102;69383;20785;31117,85714;45133,33333;0,782455335;69,8;8;23,2;25,5;1,9;-28,4
693830103;69383;18358,66667;26653,80952;36465,41667;0,679330659;67,6;4,8;31,2;16;2,7;-22,3
693830104;69383;17797,33333;26729,64286;39370;0,80706902;66,5;8,2;28,7;16,9;3;-23,3
693830105;69383;18771,5;26789,33333;36882,77778;0,676063027;74;8,7;21,6;17,7;2,6;-24,6
693830201;69383;10555,33333;15907,5;25787,61905;0,957553715;75;4,1;19,5;8,5;9,9;-17
693830202;69383;13352,5;19721;28451,92308;0,765651999;82,7;6;15,6;6,6;7;-17,9
693830203;69383;16137;24671,73913;33792,77778;0,715627613;77;6,5;20,4;14,3;3,7;-21,9
693830204;69383;16567,33333;23268;33271;0,717881497;75;4,6;25,2;12,9;3,6;-21,3
693830205;69383;14205,625;20910;30698,5;0,78875538;78,8;3,7;22,5;9,4;5,4;-19,8
693830302;69383;16141,53846;22940;31950;0,689122125;87,2;4,5;16,4;8,3;4,3;-20,7
693830401;69383;15742,66667;23043,80952;30302,66667;0,631839974;76,1;3,5;26,4;9,2;3,9;-19,1
693830402;69383;15441,48148;22223,80952;29938;0,652296741;79,1;3,3;24,7;8,9;4,5;-20,5
693830404;69383;16618;23639;31642,38095;0,635575995;81,9;3,1;20,6;8,9;4,5;-19
693830405;69383;14481,42857;20888;29529,33333;0,720409075;87,2;4;14,9;6,8;6;-18,9
693830501;69383;16396,19048;23801,33333;32426;0,673483678;84,6;3,4;18,5;8,7;4,6;-19,8
693830502;69383;15128,46154;21769;30465;0,704512769;89,8;3;14,7;6,3;4,9;-18,7
693830601;69383;14705,66667;20760,61905;28978,33333;0,687487528;86,3;5;14,1;7,2;6;-18,6
693830602;69383;12991;18990,95238;27204,66667;0,748444121;79,8;4,2;19,6;6,9;7,4;-17,9
693830603;69383;21094,66667;29129,33333;38453,46154;0,595921461;83,6;6,7;19,6;11,5;2,1;-23,5
693830604;69383;18205,66667;25613;34829;0,649019378;85;3,8;19,9;9,8;3,2;-21,7
693830701;69383;15703,5;22138,5;31254;0,702418863;79,3;5,8;20,1;9,7;5,1;-20
693830702;69383;15683,80952;21948,33333;30674;0,682976254;81,4;5,5;17,8;10,5;4,8;-20
693830703;69383;19103,33333;26993,33333;38773,07692;0,728688945;75,9;8,3;21,7;15,1;2,5;-23,5
693830801;69383;16340;23422,5;33212,85714;0,720369608;67,5;5;29,9;15;3,8;-21,2
693830802;69383;15922;22391,33333;30560;0,653735076;82,2;6,2;18,2;9,5;4,4;-20,5
693830804;69383;16451;25285,33333;37305,2381;0,824756305;69;10,8;24,1;16,5;4,3;-24,7
693830901;69383;16053,21429;23327,22222;33714;0,757089102;76,9;6,5;21,3;12,9;4,3;-21,9
693830902;69383;18226,66667;29375,61111;44685,33333;0,900701829;62,3;15,7;25,5;19,7;3,2;-26,4
693840101;69384;18146,92308;26431,66667;36047,33333;0,677233505;83,3;7;16,3;12,6;2,9;-22,1
693840102;69384;15656;22958,5;33181,2;0,763342553;73;7,2;23,8;12,6;4,1;-20,7
693840103;69384;17350,95238;23901;32060,66667;0,615443466;85,7;6,7;14,7;8,3;3,9;-19,3
693840202;69384;15887,5;22048,66667;29892,41379;0,635181891;84,5;5,7;15,4;8,2;4,3;-18,1
693840203;69384;16401,79487;23320;32016;0,669562827;80,9;7,1;15,9;13,8;3,2;-20,9
693840204;69384;16302,38095;22749,5;32475,91026;0,71093999;78,7;5,6;22,3;9,3;4,2;-20,1
693840301;69384;17503,88889;25581,66667;37447,08333;0,779589333;71,6;5,7;27,5;15,7;3;-23,5
693840302;69384;17950,66667;24199;33011,90476;0,622390929;73,8;7,6;24,3;11,3;3,4;-20,4
693840303;69384;17134,44444;23358;31401,42857;0,610796478;78,1;6,8;20,8;11;3,6;-20,3
693840401;69384;19973,33333;26958,33333;36705;0,62064915;67,7;4,2;33,9;14,8;2,5;-23,1
693840402;69384;14788,09524;21425,55556;36204,58333;0,999576792;47;6,4;42,8;24,9;4,1;-25,2
693840403;69384;17632,91667;24748;33731,6;0,650504418;71;5,1;27,8;14,4;2,8;-21,1
693840501;69384;17756;26040;37610;0,762442396;67,7;8,1;28,7;19,3;3,1;-26,9
693840502;69384;17867,33333;26937,66667;38532;0,767129051;67,7;8,6;28,9;17,3;2,4;-24,9
693850101;69385;15216,8;22106;31030;0,715335203;81,6;9;14,8;11,5;4,3;-21,2
693850102;69385;15300;22514;34585;0,856578129;84;6,5;14,9;12,9;4;-22,3
693850103;69385;15375;22396;32895,38462;0,782299724;73,4;7,6;19,6;16,5;4,4;-21,5
693850104;69385;16311;24816;35870,95238;0,788199242;72,9;11,8;23,4;14;3,4;-25,5
693850202;69385;12908;20640,95238;32599,04762;0,953979606;69,3;3,4;27,5;14,1;6,4;-20,7
693850203;69385;15080,34483;21110;29115;0,664834447;74,9;4,7;22,7;11;5,4;-18,7
693850204;69385;18545;28058;39492;0,746560696;66,9;12,4;26,4;17,9;2,5;-26,1
693850301;69385;13276;17328;22306,4;0,521144968;60,2;1,3;37,7;5,4;9,2;-13,8
693850302;69385;13431,47059;19835,2381;27828,88889;0,725850541;65,4;3,6;31,9;9,9;7,1;-17,9
693850403;69385;18124;25105;34164;0,63891655;65,9;5;33,6;13,3;2,6;-20,4
693850404;69385;16301,85185;22686,9697;30335,5;0,618577463;71,7;3,7;29,2;10,5;3,9;-19
693850501;69385;17655,33333;23172,66667;30216,66667;0,542075434;79,7;2,5;24,4;8,8;3,9;-19,3
693850502;69385;16738,57143;24546,19048;35092;0,747709857;66;6,3;32,2;13,8;3,7;-22
693850503;69385;14328;20351,33333;27927;0,668211747;69,4;9,5;25,6;11,8;6;-22,3
693850504;69385;17730;24936;34822,30769;0,685447052;70;5,8;28,6;13,5;3,4;-21,3
693850601;69385;15996,66667;21734,66667;29037,30769;0,599992686;70,3;3,1;30;10,3;4,1;-17,8
693850602;69385;18816;26250,5;36745,33333;0,683009213;53,4;7,6;44;14,8;2,4;-22,2
693850603;69385;19883,5;25839;33450,66667;0,52506547;59,8;5,1;39,8;13,9;1,9;-20,5
693860103;69386;25527,33333;38540;56814,78261;0,811817573;63,3;11,7;28,2;32,2;1;-36,4
693860104;69386;22741,9;33861,33333;51146;0,83883584;58,2;13,9;29,8;26,3;1,5;-29,7
693860201;69386;24617;35802;50923,33333;0,734772732;63,2;9,4;27,7;28,2;1,4;-29,9
693860202;69386;23026,66667;34245,66667;50073,33333;0,789783622;60,9;8,5;31,6;26,2;1,5;-28,7
693860301;69386;21439,52381;32236,11111;49663,33333;0,875533945;67,3;13,1;21,8;26,7;1,9;-30,8
693860302;69386;19085;28122,66667;41213,33333;0,786850465;71,5;11,8;22,5;16,8;2,8;-25,4
693860303;69386;18730,5;27153,5;39808,09524;0,776238615;74,7;8,6;22,4;15,8;2,7;-24,2
693860304;69386;19517,76442;29285;41953,5;0,766116974;76,6;10,3;20,7;16;2,2;-25,8
693860401;69386;20825;29916,45161;42069,33333;0,710122096;74,2;7,4;18,7;25,6;1,8;-27,7
693860402;69386;21002;30317,66667;43548;0,743658813;73,7;12,7;21,2;17,1;1,7;-26,4
693860403;69386;21287,33333;33055,66667;48389,70833;0,819901026;60;11,9;30,3;24,7;1,7;-28,6
693860501;69386;14628,33333;22408,66667;33550;0,844390563;69,6;9,6;25,6;12,9;4,8;-22,5
693860502;69386;16943,5;27185,33333;38281,9375;0,784924622;64,4;5,3;32,7;18,4;2,7;-23,5
693860503;69386;16660;25530,4;37136,33333;0,80203731;69,2;3,7;29,9;15,2;4;-22
693860601;69386;17891,53846;25420;38956,66667;0,82868325;72,6;7;25,7;14,6;3,1;-23
693860602;69386;17048;24439,33333;33720,83333;0,682213099;81,7;6,2;18,7;12,2;3,2;-22
693860603;69386;15185,61111;22632,5;32882,48571;0,781923102;77,6;6,8;20,1;11,2;4,5;-20,2
693860701;69386;17466;25185,33333;34974;0,695166499;76,2;5,3;25,3;11,1;3,4;-21,3
693860702;69386;14534;21084;30844,28571;0,773585928;81,9;6;18,8;7,8;5;-19,5
693870101;69387;13318;20055;28051;0,734629768;82,6;7;14,9;8,5;5,9;-18,9
693870102;69387;16353;23284,28571;34891,6;0,796185042;79,3;7,5;17,3;14,6;3,6;-22,3
693870103;69387;15236;21554,05556;29477;0,660710926;69,7;5,3;26,5;13,5;4,7;-19,7
693870201;69387;11989,33333;17610;25407,33333;0,761953436;86;4,4;11,6;6,1;8,2;-16,3
693870202;69387;15166;21594,66667;30330;0,702210422;82,4;5,3;17,4;9,3;4,7;-19,1
693870203;69387;17098,57143;23983,47826;32078;0,624572817;77,5;5,6;21,8;11,1;3,7;-19,7
693870301;69387;16864;24150;33822,91667;0,702232574;70,1;7,1;25,5;15,3;3,4;-21,4
693870302;69387;16507;23342;31782,66667;0,654428355;75,8;4,3;24,2;11;4,2;-19,5
693870401;69387;16059;22040;30319,13043;0,647011363;74,3;4,2;26,3;9,4;4,5;-18,7
693870402;69387;15578,94737;21478,66667;28724;0,612005058;82;4,5;19,4;7,8;4,8;-18,5
693870403;69387;14039,66667;18936;25721;0,616884946;79,9;2,5;21,3;7;5,7;-16,4
693870501;69387;15656,5;22887,33333;31210;0,679568029;82,4;3,9;20,3;9,4;4,4;-20,4
693870502;69387;15082,30769;23011;32699,23077;0,765587027;79,4;5;20,4;10,6;4,4;-19,8
693870503;69387;15235,41667;21361,78571;29179;0,652734913;81,1;3,5;20,6;8,7;4,9;-18,8
693870601;69387;14972;20975,55556;27947,77778;0,61861426;93,4;2,3;11;5,4;5,8;-17,9
693870602;69387;16170;21355,5;28085,33333;0,557951504;83,2;2,2;19,5;7,6;5,3;-17,8
693870603;69387;15990;21431;28494;0,583453875;75,1;3,2;27,7;7,7;4,4;-18,1
693870703;69387;11054,82759;15413;20641;0,621953702;68,2;1,5;25,3;4,3;12,9;-12,2
693870704;69387;15280;21353;27697,5;0,581534211;83,6;2,8;20,1;6,7;4,9;-18,1
693870705;69387;15734,33333;21132,66667;27745,5;0,568369665;95,9;2,8;9,2;4;5,7;-17,6
693870801;69387;13316;19175,15152;25476,11111;0,634159845;79,5;2,7;20;6,1;7,5;-15,8
693870802;69387;13213;18042,25;24555;0,628635564;84,1;2,6;15,5;4,4;8,8;-15,4
693880101;69388;18326;24796,5;33201,30435;0,599895322;75,1;5;26;11,5;3,1;-20,7
693880102;69388;15416;23281;31493;0,69056312;77,8;5,3;21,2;9,5;6;-19,8
693880104;69388;17604,66667;24551,41111;32028,66667;0,587501872;78,7;4,6;23,1;11,3;2,8;-20,5
693880105;69388;13797,94118;19110;26440,66667;0,661576425;92,3;4,3;8,4;5,1;7,9;-18
693880202;69388;17160;23741,33333;32351;0,639854543;80,9;5,9;20,8;9,8;3,5;-20,9
693880203;69388;19575,33333;26250;35778;0,617244444;82,6;6,8;19,9;9,8;2,6;-21,7
693880204;69388;18886,66667;25948,13889;34881,66667;0,616421859;81,7;7,6;19,1;10,8;2,8;-22
693880301;69388;16449;22105,5;28738,66667;0,555955154;78,6;4,3;22,5;9,1;3,9;-18,4
693880302;69388;12295;16269,23077;21270;0,551654846;68,9;2,1;25,1;6,7;11,2;-14
693880303;69388;13393;18636;26107,5;0,682254776;74,7;4,2;22,8;6,9;7,8;-16,4
693880401;69388;10149;12752,22222;16910,8;0,530244838;60,9;1,2;22,5;3,2;20,6;-8,4
693880402;69388;11066,36364;13177,74194;16588,33333;0,419037626;57,3;1;23,2;4;22,5;-8
693880403;69388;15206;20564,84848;26750;0,561346222;63,5;3,8;36,8;9,4;4,7;-18,2
693880404;69388;15004,16667;20386,66667;26550,47619;0,566365739;83,3;3;19,2;5,5;6;-17
693880501;69388;14286,8;19384;25251;0,565631449;68,3;3,7;30,9;8,7;5;-16,6
693880502;69388;16075;21564;29318;0,614125394;60,7;3,9;38,1;10,7;4,1;-17,5
693880503;69388;16928;21811,90476;27808;0,498810174;66,7;2,5;35,7;9,3;3,5;-17,7
693880601;69388;9973,333333;12908,66667;16992;0,543717399;51,3;1,4;29,4;4,9;21,8;-8,8
693880602;69388;11956;15526,5;20430;0,545776576;60,8;1,5;30,8;4,4;13,5;-11
693880603;69388;10350;13520;17477;0,52714497;52,2;0,8;32,8;2,8;19,8;-8,4
693880701;69388;15580;21507,33333;29950;0,668144199;73,6;4,5;25,8;9,4;5;-18,3
693880702;69388;12041,33333;15659,58333;20241,05263;0,523623083;59,4;1,2;32,7;5,2;13,4;-11,9
693880801;69388;11573,7037;15136,31579;20306,66667;0,576954332;62,1;2,2;29,5;5,2;12,8;-11,8
693880802;69388;11740,4;15180;20044,5;0,547042161;66,7;1,4;25;5,2;13,6;-11,9
693880901;69388;14615,33333;20397,33333;26591,33333;0,587135573;80,6;4,7;18,1;7,9;6,2;-17,5
693880902;69388;13012;18252;23943,33333;0,598911535;75,5;1,9;22;7,3;8,4;-15,1
693880903;69388;11655;15678,75;20752,45283;0,580240952;69,7;1,7;22,7;4,6;14,1;-12,8
693890101;69389;11385,38462;15720,625;22527,33333;0,708747185;68,2;3,1;25;7,7;12,3;-16,3
693890102;69389;20224;25948,33333;33311,33333;0,504361231;71,8;3,9;31,3;10,9;2,3;-20,2
693890103;69389;16221,42857;22409;31992,22222;0,703770523;71,4;5,8;28,9;10,6;3,7;-20,4
693890104;69389;12726,89655;18618,88889;23561,5;0,581914609;69,3;1,1;29,5;7;8,7;-15,6
693890201;69389;13298,21429;19376,66667;27397;0,727616672;80,8;5,8;13,9;12,3;7,5;-20,3
693890203;69389;13970;19088,88889;25978;0,629057043;75,6;3,2;24,1;6,8;6,8;-16,5
693890301;69389;13949;19818;26850;0,650973862;85,7;4;14,6;5,9;7,2;-17,4
693890302;69389;12294;16885;22842,30769;0,624714699;80,5;1,6;16,2;6,5;9,5;-14,3
693890303;69389;14978,57143;21136,66667;28335;0,631907991;87,7;3;15,7;6,9;5,1;-18,4
693890401;69389;14056,11111;19469;26362;0,632076064;81,7;2,8;19,1;6,3;7,1;-17
693890402;69389;17042;24284;32820,66667;0,649755669;66,5;16,3;19,8;15;3,3;-20,9
693890403;69389;12819,33333;18602,77778;25251,33333;0,668287293;80,6;1,5;18,3;6,4;8,7;-15,5
693890501;69389;12227;17346,15385;23150,47619;0,629734769;64,4;3,4;28,5;10,2;8,7;-15,2
693890502;69389;16766;22238,33333;28693;0,536326164;65,8;2,6;35,4;9,2;4,1;-17,1
693890601;69389;10165,71429;13658,27586;17678;0,550017132;;;;;;
693890602;69389;10849,58333;14546,92308;19906,19048;0,622578885;61,1;1,9;28,3;4,1;15,5;-10,9
693890603;69389;12621,2;17010,95238;21892;0,544990062;75,1;4;17,6;4,4;11,7;-12,8
693890604;69389;10066,5;13019,57447;16564;0,499056249;59,1;0,7;21,4;2,9;24;-8,1
702850101;70285;14172,5;18279,33333;23554,5;0,51325723;64,7;3,1;31,6;7,5;6,3;-13,2
702850102;70285;15563,47826;20029,70588;25282;0,485205414;66,9;3,7;31,9;7,4;4,5;-14,4
702850103;70285;15447;19462,69231;24064,28571;0,442759181;71,4;3,1;27,8;6,4;5,4;-14,1
702850104;70285;11790;16152;21334,78261;0,59093503;59,9;3,8;29,9;5,7;11,9;-11,2
705500101;70550;11818,06452;14760;19242,77778;0,503029354;;;;;;
705500102;70550;9778,26087;13035,18519;17081,33333;0,560258436;55,9;0,8;25,1;2,8;23,2;-7,8
705500103;70550;15922;20753,47826;27384,66667;0,552325086;60,5;6,1;35,6;11,1;4,9;-18,2
705500104;70550;12798,66667;16604;21740;0,538504778;52,8;4,7;38,5;7,4;9,8;-13,2
705500105;70550;14227,6;19006;25915,33333;0,614949665;50,1;4,9;44,6;9,7;6,4;-15,7
705500106;70550;11582;15888;23260,66667;0,735062101;61,8;9,9;24,5;10,1;11,3;-17,6
705500107;70550;13935,5;18777,5;24682,66667;0,572342786;69,1;4,3;28,9;6,6;6,9;-15,8
710140101;71014;10038,07692;13138,92857;16354;0,480703053;;;;;;
710140102;71014;15554;20250,66667;26131,5;0,522328483;58,1;5,6;36,1;12,2;4,9;-16,9
710140103;71014;13050,55556;16430;20580;0,45827416;49,8;1,6;43,8;7,7;9;-11,9
710140104;71014;15141,72222;19572;25854,44444;0,547349388;49,7;10,9;40,3;12,2;4,1;-17,2
710140105;71014;13238,66667;17340,66667;23025,33333;0,56437661;56,1;4,1;35,9;8,8;8,5;-13,4
710140106;71014;16408,66667;21398,19565;28975,33333;0,587276931;51,6;8,9;42,1;13;3,1;-18,7
710140107;71014;12301,6;16200,92308;21426;0,563202477;49;7,2;38,3;10,1;9,5;-14,1
710140108;71014;14495,38462;18820;25717,5;0,596286684;55,5;10,5;35,2;12,7;4,7;-18,6
710760103;71076;13660,43478;18507;23674,8;0,541112294;56,3;2;41,8;8,3;6,4;-14,8
710760104;71076;13232,5;16948;21393,84615;0,481552169;61,9;1,1;35,3;6,1;9,2;-13,6
710760105;71076;15701,33333;19618,5;25182,66667;0,483285334;69,7;3,8;32,4;7,3;4,6;-17,8
710760106;71076;14562,66667;18767;23715,33333;0,487700041;62,8;2,4;37,1;7,4;5,5;-15,2
710760107;71076;10494,66667;14655,38462;19184;0,592910631;53,7;1,9;36,9;4,5;15;-12
710760108;71076;9987,352941;12374,87179;15410,95238;0,438275202;;;;;;
710760109;71076;9213,6;12378,57143;15598,57143;0,515808425;;;;;;
710760110;71076;9922,058824;13120;17053;0,543516858;45,7;0,9;34,2;4,3;23,4;-8,5
710760111;71076;11178,57143;15523,33333;20985,71429;0,631767846;67,9;2,8;25,1;6,3;12,5;-14,6
710760112;71076;14833,88889;18910,66667;24445;0,508237561;49,2;2,1;49,9;8,1;5,5;-14,8
710760113;71076;15730;20275,33333;27284;0,569854996;55,6;9,4;37,7;13,1;4,1;-19,9
710760114;71076;14818,66667;18818;25083;0,545452935;60,3;4,2;38;8,6;5,8;-16,9
710760115;71076;14628;20535;27609,13043;0,6321466;62,4;12,7;29,6;11,6;5,2;-21,5
710760116;71076;15152;19237;26504,64286;0,590146221;46,8;4;49;14,3;4,7;-18,8
710760117;71076;15023,07692;21262;30589,23077;0,732111459;69,6;7,8;25,8;14,1;4,6;-21,9
710760118;71076;13973,33333;18819;25872;0,632268806;73,1;5,5;24,9;8,7;6,2;-18,4
710760119;71076;14541,7381;19047,33333;24404,78261;0,517817604;58,2;3,4;38,7;10;6,4;-16,7
710760120;71076;14477,33333;18287,61905;22771,66667;0,453549109;66,6;2,5;32,3;5,8;6,8;-14
711530101;71153;12910;16698;21906,8;0,538795065;55,9;3,1;36,4;7,6;9,6;-12,6
711530102;71153;11383;14892,83333;19282,66667;0,530434101;48,1;1,1;41,3;5,4;14,6;-10,5
711530103;71153;14758;19126,92308;24744;0,522091293;55,3;3,6;42,1;9,1;5,3;-15,4
711530104;71153;11896,56;15752,8;20515;0,547105277;59,1;1,6;31,9;6,8;12;-11,4
711530105;71153;16624;20665;26810;0,492910719;59,7;3,9;39,7;10,1;3,4;-16,8
711530106;71153;13998,88889;17803,75;22395,33333;0,471611006;53,3;2,5;43,2;8,2;6;-13,2
711530107;71153;9878,064516;13215;16966,11111;0,536363723;;;;;;
711530109;71153;15476,15385;19576;24811,33333;0,476868588;51,2;6,5;43,4;10,6;4,2;-15,9
711530110;71153;13977;18280;23632,66667;0,528209336;57,5;4,4;37,3;9,6;6,6;-15,4
711530111;71153;13475;17539,04762;23116;0,549687772;47,4;3,4;46,4;8,2;8,7;-14,1
711530112;71153;15629;19951,53333;24934;0,466380195;64,9;3,2;34;7,1;5,7;-14,9
711530113;71153;15585,75;20188;25738,09524;0,502890095;60,7;4,6;37,1;9,2;4,5;-16,1
712700101;71270;15861,93548;20716,07692;25705,2381;0,475152832;73,7;4,5;24;7,5;5,7;-15,4
712700102;71270;18059,33333;23530,47619;30485,18519;0,528074815;59,2;4;41,4;11,8;3;-19,4
712700103;71270;10182,69231;13104;16801;0,505060111;;;;;;
712700104;71270;9827,5;12544;15995,38462;0,491699985;;;;;;
712700105;71270;14523,2;19050;25345,33333;0,568090989;64,7;4,3;32,1;10,9;5,7;-17,7
712700106;71270;16068,70968;20943,14286;30020;0,66615075;58,7;8,3;36,6;14;3,8;-21,4
712700107;71270;13524;18610,74074;24870;0,609647953;75,8;4,8;21,1;8,7;6,5;-16,9
712700108;71270;14522,77778;18835;26072,66667;0,61321417;60,6;4,5;35,3;11,8;5,8;-18
712700109;71270;11275,92593;14725;19872;0,583774131;59,2;1,9;32,2;5,4;12,7;-11,4
712700110;71270;11099,33333;14616,66667;20017,14286;0,610112396;67,1;1,5;22,5;6,4;14,8;-12,3
712700111;71270;10636,82667;13722,66667;17105;0,471349592;57,6;0,4;29,1;3;18,1;-8,2
712700112;71270;14142;18467;24227,22222;0,546121309;60,5;3,1;37,3;8,3;5,9;-15,1
712700114;71270;17848,26087;22652,22222;30730;0,568674411;56,1;5,6;41,6;12,3;3,1;-18,7
712700115;71270;11380,74074;15107;19611,33333;0,544819792;55,8;1,1;35,9;4,7;13;-10,5
712700116;71270;13482,66667;17647,82609;22528,57143;0,512578984;56,1;0,4;42,3;6,1;8,3;-13,2
712700117;71270;11380,47619;15229,6;19269,6;0,518012542;;;;;;
713060101;71306;12654,66667;16778,33333;20738;0,481772127;52,6;3;40,1;5,9;9,8;-11,4
713060102;71306;14438;17486,66667;20985;0,374399543;55,7;1,5;41,2;5,7;7;-11,1
713060103;71306;15254;18643,83333;22765,2381;0,402880564;49,6;2,2;49,2;7,2;4,3;-12,5
713060104;71306;12652,66667;16665;21563,33333;0,534693469;55,6;3;37;6,5;10,2;-12,3
713060105;71306;12460;16309;21383;0,547121221;54,2;2,8;37,7;6,3;10,9;-11,9
713060106;71306;10052,97297;13204;17180;0,539762725;;;;;;
713060107;71306;13110,34483;17565;22631,33333;0,542043183;58,2;5,6;37;7,9;7,8;-16,5
713060108;71306;13246;17076,93333;21375,58333;0,476056396;48;1,6;46,3;8,8;8,3;-13
713060109;71306;14376;18326,19048;23621;0,504469274;47,1;5,1;47,4;9,2;5,9;-14,7
720030101;72003;15870,41667;20212,91667;24784;0,440984519;52,5;2,2;46,5;9,1;4,2;-14,5
720030102;72003;10284,61538;13311,90476;17504;0,542325441;;;;;;
720030103;72003;10471,37931;14060,95238;18155;0,546450943;;;;;;
720030104;72003;9483;12463,125;15881,53846;0,5133976;;;;;;
720030105;72003;15344,78873;19244,58333;23294;0,41306227;65,8;2,4;34,5;5,5;5,5;-13,7
721540101;72154;14507;19247;26351,5;0,615394607;50,3;8,6;39,8;12,8;4,9;-16,4
721540102;72154;13497,5;17840,66667;23700,83333;0,571914353;58,4;6,9;33,3;8,3;7;-13,9
721540103;72154;14281;18584;23749,33333;0,509488449;51,1;2,4;44;9,2;6,5;-13,2
721540104;72154;16888;20793,33333;25917,33333;0,434241744;67,7;3,6;29,8;10,6;4;-15,7
721540105;72154;13591,66667;18288,33333;24060,66667;0,572441447;56,4;4,8;36,8;9,2;7,3;-14,5
721540106;72154;14289;18570;22601;0,447603662;59,5;3,3;35,7;9,1;5,7;-13,3
721810101;72181;13961,5;21964;34795,12195;0,948534964;64,1;19,4;20,7;14,8;4,7;-23,7
721810102;72181;11810,47619;17318;24939,33333;0,758104697;60,1;3,6;33,7;12;9;-18,4
721810103;72181;13865;20520,66667;30997;0,834865664;55,1;9,9;33,4;20,5;4,7;-23,6
721810201;72181;15524;23553;32752,77778;0,731489737;67,2;8,1;27;14,1;4,5;-20,9
721810202;72181;12622;19207,33333;29865,38462;0,897750058;74,2;7,1;20,1;8,7;7,9;-18
721810203;72181;13944,66667;20047,69231;28632,66667;0,732652905;68,6;5,4;27,2;12,7;5,7;-19,6
721810301;72181;17296,15385;22570;28864,44444;0,512551644;72,5;3,8;27,8;9,5;4,4;-18
721810302;72181;11923,84615;16414,66667;22439,44444;0,640622104;57;1,2;37,3;7,5;11,1;-14,1
721810401;72181;13846,66667;20813,33333;29403,2;0,747431134;62,2;12,4;27,3;11,9;6,4;-20,2
721810402;72181;13747;19697,3913;28511,66667;0,749574725;61,5;9,5;31,1;11,2;6,2;-19,5
721810501;72181;15859,33333;20394,5;26818;0,537334412;68,3;2,7;33,9;9,2;4;-18,1
